Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Upper middle income,UMC,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,16112.70475,,,,,14177.62121,,,,,12431.44417,,,,,11255.99476,,,,,10374.25366,,,,,9546.920483,,,,,10207.63823,,,,,9644.591232,,,,,9218.013408,,,,,8863.31918,,,,,8543.767124,,,,,8212.283809,8157.52991,,,
Uruguay,URY,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,35408.65699,,,,,33526.16332,,,,,32678.14017,,,,,32272.088,,,,,31213.47989,,,,,30233.66161,,,,,29228.46675,,,,,28194.35636,,,,,27720.60278,,,,,27673.11983,,,,,27286.38123,,,,,26828.49116,26730.13867,,,
United States,USA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,15106.8415,,,,,14181.32775,,,,,13425.69654,,,,,12795.19068,,,,,12164.1688,,,,,11630.7385,,,,,10985.75516,,,,,10335.32974,,,,,9797.472783,,,,,9354.940439,,,,,8978.020233,,,,,8667.512166,8622.003207,,,
Uzbekistan,UZB,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761.8070773,,,,,690.4128111,,,,,646.5692064,,,,,608.158404,,,,,548.7917513,,,,,504.4984964,495.8110942,,,
St. Vincent and the Grenadines,VCT,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,1201.359939,,,,,1139.224644,,,,,1080.952535,,,,,1023.457649,,,,,977.9472886,,,,,944.2424815,,,,,926.4320323,,,,,926.8270077,,,,,925.1121699,,,,,921.5230934,,,,,922.2114631,,,,,910.5312039,907.3586789,,,
"Venezuela, RB",VEN,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,92075.97583,,,,,77704.64532,,,,,66541.59602,,,,,57646.68198,,,,,50257.31119,,,,,44151.36228,,,,,39158.08845,,,,,35248.66709,,,,,32071.19311,,,,,29543.88535,,,,,27417.48385,,,,,27378.64289,27867.09383,,,
British Virgin Islands,VGB,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,10362.87954,,,,,8969.142302,,,,,7890.933607,,,,,7066.688168,,,,,6326.223205,,,,,5642.211339,,,,,5070.574405,,,,,4659.730753,,,,,4408.200386,,,,,4207.699995,,,,,4002.364047,,,,,3799.339926,3761.749882,,,
Vanuatu,VUT,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,147507.8548,,,,,127380.4216,,,,,110129.7328,,,,,94156.63898,,,,,82373.67996,,,,,73488.88481,,,,,64442.9551,,,,,57169.97204,,,,,51565.79538,,,,,45565.55973,,,,,40079.35713,,,,,35026.39239,34167.59204,,,
World,WLD,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,13406.7031,,,,,12065.14496,,,,,10840.57232,,,,,9852.450782,,,,,9001.989558,,,,,8228.352339,,,,,8018.76944,,,,,7374.172217,,,,,6903.928702,,,,,6483.24416,,,,,6069.330561,,,,,5720.997375,5658.060037,,,
Samoa,WSM,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,XKX,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,383.6547721,,,,,355.457878,,,,,328.6090308,,,,,292.5332151,,,,,245.8554335,,,,,203.4480768,,,,,162.1101242,,,,,131.4498366,,,,,113.860116,,,,,98.67255344,,,,,85.80823347,,,,,75.44509643,73.68761567,,,
South Africa,ZAF,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,2493.636079,,,,,2195.339872,,,,,1924.273234,,,,,1691.784442,,,,,1485.881735,,,,,1306.209009,,,,,1158.442599,,,,,1042.164486,,,,,970.7283581,,,,,912.0564622,,,,,847.9603497,,,,,785.8304801,775.1868235,,,
Zambia,ZMB,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,24596.36054,,,,,21117.06093,,,,,17957.22062,,,,,15167.72248,,,,,12799.50155,,,,,10877.76954,,,,,9489.612661,,,,,8356.247024,,,,,7309.712329,,,,,6414.482077,,,,,5544.360832,,,,,4758.624978,4622.021778,,,
Zimbabwe,ZWE,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,3035.247743,,,,,2564.947461,,,,,2160.765919,,,,,1826.354776,,,,,1540.541821,,,,,1286.841614,,,,,1124.717915,,,,,1052.066659,,,,,1025.572989,,,,,1000.3329,,,,,934.7968521,,,,,861.1607309,849.1003276,,,
